url, cart, shop, sell, busket, sale, wish list, order, price, $, ils, pay, store, buy, offers, deals, basket, product, item, deal, market, itm, bag, visa, mastercard, paypal, condision, sort, PAYMENT, buy now, add to cart, add to basket, add to wishlist, track order, usd, euro, wishlist,ForSell
http://www.sweetwater.com/store/detail/SE215 , 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1 
http://www.bestbuy.com/site/shure-sound-isolating-earphones-clear/1306460000.p?id=mp1306460000&skuId=1306460000 , 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1 
http://www.bestbuy.com/site/shure-se215-earbud-headphones/1307697696.p?id=mp1307697696&skuId=1307697696 , 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1 
http://market.marmelada.co.il/products?tag=%D7%A7%D7%A0%D7%99%D7%99%D7%AA%20%D7%9B%D7%95%D7%91%D7%A2%D7%99%D7%9D%20%D7%91%D7%90%D7%99%D7%A0%D7%98%D7%A8%D7%A0%D7%98 , 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1 
http://www.ebay.com.au/itm/Shure-SE215CL-CLEAR-In-Ear-Sound-Isolating-Pro-Stereo-Earphones-/361082059130 , 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1 
http://www.adorama.com/shse215cl.html , 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1 
http://www.renuar.co.il/ , 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1 
http://www.westenddj.co.uk/shure-se215-blk , 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1 
http://tenniszone.co.il/ , 0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1 
http://www.bestbuy.com/site/monster-isport-strive-earbud-headphones-black/1767003.p?id=1219063230135&skuId=1767003 , 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1 
http://www.bestbuy.com/site/mobile-phones-promotions/htc-one-m9/pcmcat366200050006.c?id=pcmcat366200050006 , 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1 
http://www.ebay.co.uk/bhp/shure-se215 , 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1 
http://www.castro.com/he/ , 0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1 
http://www.eglobaldigitalcameras.com.au/shure-se215-sound-isolating-earphones.html , 0,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1 
http://www.ninety-nine.co.il/#!accessories/c80c , 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1 
http://headphones.com.au/psingle?productID=523 , 0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1 
http://www.bestbuy.com/site/monster-isport-victory-earbud-headphones-green/1766461.p?id=1219063234639 , 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1 
http://www.ebay.co.uk/bhp/monster-isport , 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1 
http://www.ninety-nine.co.il/#!accessories/c80c , 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1 
http://www.costume.co.il/men/men-nationalities.html , 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1 
http://www.chaplinfashion.co.il/store/124466/%D7%9E%D7%A2%D7%99%D7%9C%D7%99%D7%9D , 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1 
http://www.shoepanic.co.il/ , 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1 
http://www.brookstone.com/monster-isport-victory-in-ear-headphones , 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1 
http://www.gak.co.uk/en/shure-se-215-black/76434 , 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1 
http://www.amazon.ca/Shure-SE215-K-Sound-Monitor-Black/dp/B004PNZFZ8 , 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1 
http://www.bestbuy.com/site/gopro-hero4-silver-action-camera/8374096.p?id=1219329115702 , 0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1 
http://www.gear4music.com/PA-DJ-and-Lighting/Shure-SE215-Sound-Isolation-Earphones-Clear/PD2 , 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1 
http://www.graysonline.com/retail/21552-AA-CL/audio-tv-and-home-theatre/shure-se215-sound-isolating-earphones-with-detachable-cable-clear , 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1 
http://www.bestbuy.ca/en-CA/product/monster-monster-isport-intensity-in-ear-sound-isolating-headphones-monster-isport-int/10226877.aspx , 0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1 
http://www.currys.co.uk/gbuk/audio/headphones/headphones/sports-headphones/monster-isport-strive-headphones-black-22070704-pdt.html , 0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1 
